patientid,statusid,name,description,staffid,datein,dateout,time_in,time_out,time_duration,census_reason_id,census_reason_txt,reason_txt,display_id
6349,1,Echo,Senior Exam,24,6/5/2023 11:47:56,6/5/2023 13:21:59,11:47,13:21,1 h 34 m,,,,MPV
32467,1,Francis,New Pet,24,6/5/2023 11:48:11,6/5/2023 13:21:59,11:48,13:21,1 h 33 m,,Establish Vet,,MPV
28800,1,Cleo,Preventative Care Exam,L12,3/10/2023 13:18:44,3/10/2023 14:10:58,13:18,14:10,52 m,,,,LVH
14193,1,Luna,Preventative Care Exam,L12,3/10/2023 13:22:29,3/10/2023 14:10:58,13:22,14:10,48 m,,,,LVH
18112,1,Poppy,Preventative Care Exam,L12,3/10/2023 13:22:43,3/10/2023 14:10:58,13:22,14:10,48 m,,,,LVH
18112,1,Poppy,Technician Appointment,LTK,4/14/2023 11:45:43,4/14/2023 11:55:12,11:45,11:55,10 m,,,,LVH
28800,1,Cleo,Technician Appointment,LTK,6/20/2023 13:23:24,6/20/2023 13:28:41,13:23,13:28,5 m,,,,LVH
21299,1,Moses,Sick,4,11/15/2022 14:38:42,11/15/2022 15:09:14,14:38,15:09,31 m,,Left front dewclaw,,MPV
21299,1,Moses,Sick,6,12/1/2022 16:37:28,12/1/2022 17:09:52,16:37,17:09,32 m,,infected dewclaw,,MPV
21299,1,Moses,Preventative Care Exam,6,12/21/2022 10:10:42,12/21/2022 10:32:08,10:10,10:32,22 m,,check dewclaw,,MPV
21299,1,Moses,Sick,6,1/2/2023 16:16:54,1/2/2023 16:33:10,16:16,16:33,17 m,,Dewclaw inflamed again,,MPV
21299,1,Moses,Not Wellness,6,1/24/2023 15:39:32,1/24/2023 16:25:20,15:39,16:25,46 m,,nail still looks bad,,MPV
21299,1,Moses,Sick,6,4/28/2023 8:44:01,4/28/2023 9:13:19,8:44,9:13,29 m,,dew claw issue again,,MPV
21299,1,Moses,Recheck,6,5/30/2023 13:38:20,5/30/2023 14:19:20,13:38,14:19,41 m,,nails/give bordetella vaccine,,MPV
21299,1,Moses,Sick,6,7/26/2023 10:20:25,7/26/2023 11:01:13,10:20,11:01,41 m,,infected dew claw,,MPV
21690-1,1,Sophie,Senior Exam,6,10/11/2022 16:13:45,10/11/2022 16:43:07,16:13,16:43,30 m,,,,MPV
21690-1,1,Sophie,Sick,4,5/30/2023 10:30:09,5/30/2023 11:02:09,10:30,11:02,32 m,,Something hanging out anus,,MPV
25095,1,Harlow,Preventative Care Exam,L12,11/15/2022 8:26:25,11/15/2022 8:59:19,8:26,8:59,33 m,,,,LVH
24662,1,Hiccup,Preventative Care Exam,L12,11/15/2022 8:27:10,11/15/2022 8:59:19,8:27,8:59,32 m,,,,LVH
30385,1,Haunt,Preventative Care Exam,L12,11/22/2022 9:36:08,11/22/2022 10:00:29,9:36,10:00,24 m,,,,LVH
30385,1,Haunt,Preventative Care Exam,L12,12/13/2022 16:07:50,12/13/2022 16:29:46,16:07,16:29,22 m,,,,LVH
21864,1,Iron,Preventative Care Exam,L4,1/25/2023 13:01:30,1/25/2023 13:24:09,13:01,13:24,23 m,,Rabbit PCE,,LVH
11350,1,Moose,Preventative Care Exam,6,4/12/2023 10:14:19,4/12/2023 10:39:41,10:14,10:39,25 m,,,,MPV
25260,1,Hershey,Sick,4,1/19/2023 10:57:41,1/19/2023 11:55:17,10:57,11:55,58 m,,check ears/skin,,MPV
25260,1,Hershey,Sick,16,2/22/2023 13:51:32,2/22/2023 14:45:06,13:51,14:45,54 m,,continued cough/runny nos,,MPV
25260,1,Hershey,Recheck,16,3/24/2023 11:25:20,3/24/2023 12:30:42,11:25,12:30,1 h 5 m,,eyes/weight,,MPV
16470,1,Champ,Sick,11,3/8/2023 13:44:08,3/8/2023 15:00:51,13:44,15:00,1 h 16 m,,bloody diarrhea,,MPV
16470,1,Champ,Surgery,16,6/28/2023 8:23:31,6/28/2023 18:38:33,8:23,18:38,10 h 15 m,,Canine castration,,MPV
16470,1,Champ,Drop off - Admit,16,6/29/2023 8:33:09,6/29/2023 15:28:00,8:33,15:28,6 h 55 m,,seizure watch until noon,,MPV
24200,1,Finan,Sick,4,8/6/2022 8:54:45,8/6/2022 9:18:05,8:54,9:18,24 m,,,,MPV
26146,1,Poppy,Lab Work,6,8/20/2022 9:35:18,8/20/2022 9:48:19,9:35,9:48,13 m,,Blood heartworm test lab,,MPV
26146,1,Poppy,Lab Work,TK,9/26/2022 9:26:32,9/26/2022 9:49:26,9:26,9:49,23 m,,,,MPV
26146,1,Poppy,Preventative Care Exam,11,11/7/2022 10:42:32,11/7/2022 11:06:41,10:42,11:06,24 m,,,,MPV
26146,1,Poppy,TNT,TK,11/29/2022 9:35:04,11/29/2022 9:47:25,9:35,9:47,12 m,,difficult *,,MPV
26146,1,Poppy,Emergency,11,1/4/2023 14:43:01,1/4/2023 14:59:16,14:43,14:59,16 m,,vomiting/choking,,MPV
26146,1,Poppy,Emergency,11,1/4/2023 17:07:07,1/4/2023 17:21:46,17:07,17:21,14 m,,Doing it again.,,MPV
26146,1,Poppy,Lab Work,TK,1/20/2023 9:33:43,1/20/2023 9:59:16,9:33,9:59,26 m,,blood heartworm test to lab,,MPV
26146,1,Poppy,Sick,4,2/6/2023 16:26:28,2/6/2023 16:56:44,16:26,16:56,30 m,,back leg not weight bearing,,MPV
26146,1,Poppy,Drop off - Admit,4,2/13/2023 7:44:10,2/13/2023 10:53:54,7:44,10:53,3 h 9 m,,X-Rays,,MPV
26146,1,Poppy,Technician Appointment,TK,3/7/2023 15:57:05,3/7/2023 16:03:07,15:57,16:03,6 m,,2nd lyme,,MPV
26146,1,Poppy,TNT,TK,4/25/2023 14:59:46,4/25/2023 15:13:31,14:59,15:13,14 m,,,,MPV
26146,1,Poppy,TNT,TK,6/2/2023 8:59:22,6/2/2023 9:11:40,8:59,9:11,12 m,,,,MPV
26146,1,Poppy,Emergency,11,7/10/2023 15:38:39,7/10/2023 16:33:03,15:38,16:33,55 m,,maybe ate grapes? v+,,MPV
26146,1,Poppy,TNT,TK,7/25/2023 16:16:31,7/25/2023 16:28:42,16:16,16:28,12 m,,on chill protocol,,MPV
8332,2,Chicory,Preventative Care Exam,4,8/16/2022 13:45:30,8/16/2022 14:11:13,13:45,14:11,26 m,,,,MPV
14585,1,Finn,Sick,6,10/11/2022 17:35:30,10/11/2022 17:56:31,17:35,17:56,21 m,,Allergies.,,MPV
14585,1,Finn,Preventative Care Exam,16,5/5/2023 17:28:37,5/5/2023 18:14:39,17:28,18:14,46 m,,,,MPV
14585,1,Finn,Technician Appointment,TK,6/6/2023 17:39:13,6/6/2023 17:47:29,17:39,17:47,8 m,,Lyme & lepto,,MPV
L6157,1,Lego,Senior Exam,L11,6/13/2023 11:02:21,6/13/2023 11:33:50,11:02,11:33,31 m,,vacc and fecal,,LVH
L6158,1,Fluffy,Senior Exam,L11,6/13/2023 11:03:00,6/13/2023 11:33:50,11:03,11:33,30 m,,Vacc and fecal,,LVH
L6157,1,Lego,Lab Work,L16,6/26/2023 8:38:55,6/26/2023 8:45:09,8:38,8:45,7 m,,,,LVH
L6157,1,Lego,Dental,6,7/7/2023 8:27:05,7/7/2023 15:43:53,8:27,15:43,7 h 16 m,,OAT,,MPV
31002,1,Charlie,New Pet,4,12/27/2022 10:14:55,12/27/2022 11:01:58,10:14,11:01,47 m,,ate masking tape,,MPV
4544,1,Milo,Sick,11,10/10/2022 15:10:48,10/10/2022 15:45:37,15:10,15:45,35 m,,anexity,,MPV
4544,1,Milo,Sick,L16,10/24/2022 10:24:33,10/24/2022 10:54:58,10:24,10:54,30 m,,Breathing issues.,,LVH
18440,1,Sarina,Sick,11,11/28/2022 17:26:44,11/28/2022 18:11:44,17:26,18:11,45 m,,,,MPV
4544,1,Milo,Sick,16,1/11/2023 14:15:55,1/11/2023 15:02:25,14:15,15:02,47 m,23,,coughing,MPV
4544,1,Milo,Sick,M11,1/20/2023 12:26:27,1/20/2023 12:53:56,12:26,12:53,27 m,23,,coughing,MET
4544,1,Milo,Sick,M11,3/14/2023 12:03:06,3/14/2023 12:37:54,12:03,12:37,34 m,,squinty eye,,MET
4544,1,Milo,Sick,19,3/27/2023 16:15:41,3/27/2023 16:45:58,16:15,16:45,30 m,,eye not getting better,,MPV
4544,1,Milo,Recheck,11,4/3/2023 14:22:10,4/3/2023 15:20:46,14:22,15:20,58 m,,eye,,MPV
4544,1,Milo,Recheck,11,4/17/2023 15:05:55,4/17/2023 15:32:01,15:05,15:32,27 m,,eye,,MPV
4544,1,Milo,Sick,M11,5/12/2023 15:14:50,5/12/2023 15:33:46,15:14,15:33,19 m,,found lump,,MET
4544,1,Milo,Sick,M11,6/30/2023 16:06:15,6/30/2023 16:59:39,16:06,16:59,53 m,,,,MET
4544,1,Milo,Sick,16,7/29/2023 11:03:56,7/29/2023 11:44:58,11:03,11:44,41 m,,"hiding,lethargic, ADR",,MPV
29262,1,Rosa,Surgery,6,9/14/2022 7:35:49,10/8/2022 8:16:17,7:35,8:16,24 d 0 h 41 m,,Canine OVH,,MPV
29262,1,Rosa,Surgery,16,11/9/2022 8:22:21,11/9/2022 18:33:26,8:22,18:33,10 h 11 m,,Canine OVH,,MPV
29262,1,Rosa,Technician Appointment,M11,3/14/2023 14:36:45,3/14/2023 14:41:01,14:36,14:41,5 m,,anals exp,,MET
25532,1,Bebe,Technician Appointment,6,4/18/2023 18:58:33,4/18/2023 19:13:45,18:58,19:13,15 m,,,,MPV
29262,1,Rosa,Technician Appointment,6,4/18/2023 19:06:55,4/18/2023 19:09:50,19:06,19:09,3 m,,AGE,,MPV
25532,1,Bebe,Senior Exam,M11,5/2/2023 10:55:27,5/2/2023 11:14:01,10:55,11:14,19 m,,,,MET
25532,1,Bebe,Sick,16,6/8/2023 14:39:34,6/8/2023 15:00:56,14:39,15:00,21 m,,check eye,,MPV
25532,1,Bebe,Drop off - Admit,TK,6/28/2023 7:49:22,6/28/2023 17:23:26,7:49,17:23,9 h 34 m,,LDDS test,,MPV
29262,1,Rosa,Technician Appointment,M11,7/18/2023 14:31:48,7/18/2023 14:40:00,14:31,14:40,9 m,,anal gland exp,,MET
20836,1,Chase,Preventative Care Exam,4,2/7/2023 15:01:00,2/7/2023 15:44:03,15:01,15:44,43 m,,,,MPV
29298,1,Piper,New Client,4,8/8/2022 16:35:06,8/8/2022 17:30:04,16:35,17:30,55 m,,NP/allergies,,MPV
29298,1,Piper,Recheck,4,8/29/2022 16:49:47,8/29/2022 17:51:22,16:49,17:51,1 h 2 m,,ears & paw pads,,MPV
9860,1,Zoe,Preventative Care Exam,4,12/10/2022 8:24:59,12/10/2022 8:51:18,8:24,8:51,27 m,,,,MPV
9860,1,Zoe,Pre Surgical Exam,4,8/1/2023 15:15:12,8/1/2023 15:46:15,15:15,15:46,31 m,,,,MPV
24720,1,Dusty,Surgery,19,8/16/2022 8:15:51,8/16/2022 18:22:47,8:15,18:22,10 h 7 m,,Mass removal & OAT,,MPV
24720,1,Dusty,Suture Removal,4,8/29/2022 8:50:59,8/29/2022 9:03:22,8:50,9:03,13 m,,,,MPV
24720,1,Dusty,Sick,L16,11/14/2022 10:23:50,11/14/2022 11:07:05,10:23,11:07,44 m,,ear infection,,LVH
24720,1,Dusty,Recheck,L12,11/22/2022 14:11:10,11/22/2022 14:55:19,14:11,14:55,44 m,,check ears,,LVH
24720,1,Dusty,Sick,L19,2/24/2023 15:48:55,2/24/2023 16:15:23,15:48,16:15,27 m,,oozing wart,,LVH
24720,1,Dusty,Surgery,19,2/28/2023 7:52:53,2/28/2023 11:28:30,7:52,11:28,3 h 36 m,,Wart Removal,,MPV
24720,1,Dusty,Sick,L16,3/20/2023 19:09:15,3/20/2023 19:55:19,19:09,19:55,46 m,,ear infection,,LVH
24720,1,Dusty,Sick,L16,4/3/2023 10:24:20,4/3/2023 10:39:54,10:24,10:39,15 m,,ear infection,,LVH
24720,1,Dusty,Recheck,L16,5/2/2023 13:28:20,5/2/2023 14:10:49,13:28,14:10,42 m,,,,LVH
18427,1,Max,Preventative Care Exam,19,5/10/2023 12:59:03,5/10/2023 13:24:49,12:59,13:24,25 m,,,,MPV
32405,1,Waylin,New Client,4,5/30/2023 15:56:36,5/30/2023 17:15:41,15:56,17:15,1 h 19 m,,Establish vet,,MPV
32517,3,Sofie,Euthanasia,M6,7/27/2023 15:18:45,7/27/2023 15:52:07,15:18,15:52,34 m,,Home burial,,MET
32709,1,Finley,New Pet,L24,7/5/2023 16:59:24,7/5/2023 17:37:50,16:59,17:37,38 m,,vacc? and fecal,,LVH
18852-1,3,Daisy,Sick,4,9/15/2022 14:48:12,9/15/2022 15:19:30,14:48,15:19,31 m,,not eating much/neck lumps,,MPV
18852-2,1,Duke,Sick,6,3/10/2023 14:55:41,3/10/2023 15:13:00,14:55,15:12,17 m,,coughing/hacking,,MPV
18852-1,3,Daisy,Euthanasia,4,5/15/2023 17:12:21,5/15/2023 17:31:02,17:12,17:31,19 m,,,,MPV
5539,1,Ginger,Sick,6,3/3/2023 13:01:07,3/3/2023 13:23:29,13:01,13:23,22 m,,,,MPV
5539,1,Ginger,Sick,11,4/10/2023 10:41:18,4/10/2023 11:57:53,10:41,11:57,1 h 16 m,,,,MPV
5539,1,Ginger,Preventative Care Exam,16,4/26/2023 12:42:08,4/26/2023 13:02:15,12:42,13:02,20 m,,,,MPV
5539,1,Ginger,Technician Appointment,TK,6/9/2023 14:50:05,6/9/2023 15:02:33,14:50,15:02,12 m,,HW/lyme snap test,,MPV
30778,1,Rafiki,New Pet,L12,12/6/2022 11:08:06,12/6/2022 11:52:11,11:08,11:52,44 m,,,,LVH
525,1,Lorelai,Senior Exam,24,4/21/2023 10:15:43,4/21/2023 11:00:39,10:15,11:00,45 m,,,,MPV
524,1,Sookie,Senior Exam,24,4/21/2023 10:15:56,4/21/2023 11:00:39,10:15,11:00,45 m,,,,MPV
3063,1,Maddie,Preventative Care Exam,6,10/13/2022 9:41:20,10/13/2022 9:57:52,9:41,9:57,16 m,,,,MPV
15948,1,Apollo,Preventative Care Exam,19,8/8/2022 12:21:15,8/8/2022 12:50:05,12:21,12:50,29 m,,,,MPV
15948,1,Apollo,Sick,11,10/26/2022 14:15:23,10/26/2022 14:40:43,14:15,14:40,25 m,,,,MPV
28302,1,Joey,Preventative Care Exam,6,5/30/2023 12:53:35,5/30/2023 13:15:17,12:53,13:15,22 m,,,,MPV
15948,1,Apollo,Preventative Care Exam,6,7/5/2023 11:42:26,7/5/2023 12:03:49,11:42,12:03,21 m,,,,MPV
29726,1,Calliope,New Client,16,9/7/2022 17:18:19,9/7/2022 18:08:12,17:18,18:08,50 m,,vacc,,MPV
29726,1,Calliope,Technician Appointment,TK,10/4/2022 16:03:19,10/4/2022 16:18:04,16:03,16:18,15 m,,lyme/lepto,,MPV
29726,1,Calliope,Technician Appointment,TK,10/25/2022 15:57:57,10/25/2022 16:10:38,15:57,16:10,13 m,,,,MPV
29726,1,Calliope,Surgery,16,1/19/2023 7:42:50,1/19/2023 18:40:09,7:42,18:40,10 h 58 m,,Canine OVH,,MPV
29726,1,Calliope,Recheck,16,1/20/2023 9:05:58,1/20/2023 9:20:35,9:05,9:20,15 m,,,,MPV
29726,1,Calliope,Sick,19,1/23/2023 9:05:36,1/23/2023 9:26:42,9:05,9:26,21 m,,infected sx site,,MPV
32981,1,Kiyah,New Client,M11,7/21/2023 14:18:28,7/21/2023 15:09:46,14:18,15:09,51 m,,First Puppy,,MET
29031,1,Shadow,Sick,19,8/15/2022 10:44:53,8/15/2022 11:30:38,10:44,11:30,46 m,,diarrhea,,MPV
29031,1,Shadow,Preventative Care Exam,4,8/30/2022 16:19:44,8/30/2022 16:53:30,16:19,16:53,34 m,,,,MPV
29031,1,Shadow,Short Procedure,4,10/3/2022 7:37:15,10/3/2022 17:31:52,7:37,17:31,9 h 54 m,,castration,,MPV
31857,1,Jameson,New Client,4,3/28/2023 10:44:46,3/28/2023 11:35:53,10:44,11:35,51 m,,FIP,,MPV
31857,1,Jameson,Lab Work,4,4/14/2023 10:25:53,4/14/2023 10:43:13,10:25,10:43,18 m,,"Super Panel, Chem/CBC",,MET
31857,1,Jameson,Lab Work,MTK,5/12/2023 10:59:08,5/12/2023 11:17:38,10:59,11:17,18 m,,recheck BW,,MET
31857,1,Jameson,Technician Appointment,MTK,6/2/2023 15:56:54,6/2/2023 16:00:36,15:56,16:00,4 m,,Bloodwork - IL10139,,MET
32500,3,Frankie,Consultation,6,5/31/2023 17:12:16,5/31/2023 17:42:35,17:12,17:42,30 m,,wants euthanasia,,MPV
17728-1,3,Gem,Senior Exam,6,12/8/2022 15:56:04,12/8/2022 16:24:32,15:56,16:24,28 m,,,,MPV
17728-1,3,Gem,Sick,16,8/3/2023 13:26:59,8/3/2023 15:10:13,13:26,15:10,1 h 44 m,,decline in health,,MPV
4175,1,Chloe,Sick,6,9/2/2022 13:35:38,9/2/2022 14:04:35,13:35,14:04,29 m,,,,MPV
14766,1,Nova,Preventative Care Exam,6,9/10/2022 9:12:35,9/10/2022 10:02:13,9:12,10:02,50 m,,,,MPV
14766,1,Nova,Sick,L16,10/3/2022 16:58:16,10/3/2022 17:26:55,16:58,17:26,28 m,,uti,,LVH
27098,1,Sheldon,Sick,4,8/4/2022 10:30:45,8/4/2022 11:03:25,10:30,11:03,33 m,,diarhhea,,MPV
27098,1,Sheldon,Sick,L11,10/13/2022 12:19:17,10/13/2022 12:37:05,12:19,12:37,18 m,,scratched eye,,LVH
27099,1,Penny,Sick,16,11/8/2022 17:48:41,11/8/2022 19:03:12,17:48,19:03,1 h 15 m,,,,MPV
27098,1,Sheldon,Recheck,16,11/16/2022 17:07:47,11/16/2022 17:37:14,17:07,17:37,30 m,,Post ER visit- recheck urine,,MPV
27099,1,Penny,Preventative Care Exam,4,2/6/2023 17:47:57,2/6/2023 18:52:18,17:47,18:52,1 h 5 m,,,,MPV
27098,1,Sheldon,Senior Exam,4,2/6/2023 17:48:05,2/6/2023 18:52:18,17:48,18:52,1 h 4 m,,,,MPV
27098,1,Sheldon,Technician Appointment,TK,3/6/2023 18:39:08,3/6/2023 18:49:43,18:39,18:49,10 m,,Solensia injection,,MPV
27098,1,Sheldon,Technician Appointment,TK,4/4/2023 10:04:23,4/4/2023 10:29:15,10:04,10:29,25 m,,Solensia,,MPV
27099,1,Penny,Sick,19,4/24/2023 14:54:14,4/24/2023 16:10:20,14:54,16:10,1 h 16 m,,asthma,,MPV
27098,1,Sheldon,Recheck,19,5/2/2023 9:53:01,5/2/2023 10:20:49,9:53,10:20,27 m,,+ solensia,,MPV
27098,1,Sheldon,Technician Appointment,TK,6/6/2023 16:10:50,6/6/2023 16:36:22,16:10,16:36,26 m,,Solensia inj,,MPV
27098,1,Sheldon,Technician Appointment,TK,7/18/2023 16:22:58,7/18/2023 16:34:57,16:22,16:34,12 m,,solencia injection,,MPV
7801-3,1,Bob,Senior Exam,16,10/7/2022 8:25:24,10/7/2022 9:19:00,8:25,9:19,54 m,,needs refill on meds,,MPV
7801-1,3,Barney,Sick,16,2/8/2023 16:13:56,2/8/2023 17:12:46,16:13,17:12,59 m,,limping/in pain?,,MPV
7801-8,1,Gandolph,Senior Exam,16,2/22/2023 8:56:45,2/22/2023 9:30:27,8:56,9:30,34 m,,,,MPV
7801-8,1,Gandolph,Drop off - Admit,16,3/1/2023 8:00:35,3/1/2023 15:25:50,8:00,15:25,7 h 25 m,,ultrasound & bloodwork,,MPV
7801-12,1,Nochi,Senior Exam,16,3/15/2023 15:21:49,3/15/2023 16:07:04,15:21,16:07,46 m,,,,MPV
7801-1,3,Barney,Sick,16,3/16/2023 9:04:53,3/16/2023 10:39:41,9:04,10:39,1 h 35 m,,seems weak,,MPV
7801-8,1,Gandolph,Recheck,16,3/22/2023 12:13:17,3/22/2023 12:55:16,12:13,12:55,42 m,,,,MPV
7801-8,1,Gandolph,Recheck,16,4/5/2023 10:51:26,4/5/2023 11:21:44,10:51,11:21,30 m,,,,MPV
7801-3,1,Bob,Senior Exam,16,4/12/2023 10:47:43,4/12/2023 11:36:58,10:47,11:36,49 m,,,,MPV
7801-8,1,Gandolph,Recheck,16,5/4/2023 9:50:40,5/4/2023 10:43:19,9:50,10:43,53 m,,,,MPV
7801-3,1,Bob,Lab Work,TK,5/9/2023 11:31:04,5/9/2023 11:51:08,11:31,11:51,20 m,,,,MPV
7801-3,1,Bob,Sick,19,5/25/2023 14:31:23,5/25/2023 14:56:55,14:31,14:56,25 m,,,,MPV
32988,3,Stray,Euthanasia,4,7/13/2023 10:26:06,7/13/2023 11:23:05,10:26,11:23,57 m,,,,MPV
21947,1,Ginger,Emergency,6,1/20/2023 17:29:21,1/20/2023 17:56:06,17:29,17:56,27 m,,attacked by dog,,MPV
7384,3,Owen,Sick,11,9/14/2022 17:13:36,9/14/2022 17:40:59,17:13,17:40,27 m,,,,MPV
7384,3,Owen,Drop off - Admit,6,9/21/2022 7:58:56,9/21/2022 12:52:24,7:58,12:52,4 h 54 m,,Ultrasound,,MPV
7384,3,Owen,Euthanasia,6,9/23/2022 12:52:34,9/23/2022 13:39:51,12:52,13:39,47 m,,,,MPV
449,1,Pippin,Sick,M11,9/30/2022 12:59:41,9/30/2022 13:31:11,12:59,13:31,32 m,,,,MET
449,1,Pippin,Drop off - Admit,11,10/21/2022 8:50:27,10/21/2022 17:32:47,8:50,17:32,8 h 42 m,,LDDS,,MPV
449,1,Pippin,Drop off - Admit,11,12/27/2022 8:21:32,12/27/2022 19:12:39,8:21,19:12,10 h 51 m,,ACTH stim,,MPV
449,1,Pippin,Recheck,M11,1/20/2023 14:49:53,1/20/2023 15:25:48,14:49,15:25,36 m,,,,MET
16169,3,Holly,Senior Exam,M11,4/28/2023 10:53:51,4/28/2023 12:32:24,10:53,12:32,1 h 39 m,,vacc,,MET
16928,1,Preston,Sick,M6,7/27/2023 11:39:07,7/27/2023 11:51:44,11:39,11:51,12 m,,infected toe,,MET
24911,1,Torben,Preventative Care Exam,M11,9/16/2022 16:44:47,9/16/2022 17:02:52,16:44,17:02,18 m,,,,MET
22997,1,Luna,Preventative Care Exam,M11,7/11/2023 10:21:03,7/11/2023 10:58:24,10:21,10:58,37 m,,,,MET
22996,1,Max,Preventative Care Exam,M11,7/11/2023 10:21:21,7/11/2023 10:58:24,10:21,10:58,37 m,,,,MET
11607,3,Hazel,Sick,L12,10/25/2022 13:21:31,10/25/2022 14:19:18,13:21,14:19,58 m,,cough,,LVH
11607,3,Hazel,Sick,L12,1/3/2023 10:02:58,1/3/2023 10:40:10,10:02,10:40,38 m,,UTI,,LVH
11606,1,Betty,Sick,M19,6/19/2023 12:22:36,6/19/2023 12:50:08,12:22,12:50,28 m,,ear swollen since last night,,MET
33011,1,Hannah,Sick,L12,7/18/2023 14:15:12,7/18/2023 15:25:17,14:15,15:25,1 h 10 m,,diarrhea/ vomiting,,LVH
11607,3,Hazel,Sick,L12,7/18/2023 14:15:36,7/18/2023 15:34:31,14:15,15:34,1 h 19 m,,vomiting /diarrhea,,LVH
26495,1,Hope,Preventative Care Exam,16,8/31/2022 11:57:53,8/31/2022 12:44:34,11:57,12:44,47 m,,,,MPV
26494,1,Sophie,Technician Appointment,TK,11/4/2022 15:43:26,11/4/2022 15:50:36,15:43,15:50,7 m,,anal exp,,MPV
26494,1,Sophie,Senior Exam,16,3/23/2023 10:13:06,3/23/2023 10:52:39,10:13,10:52,39 m,,,,MPV
24609,2,Oatey,Recheck,L19,8/17/2022 14:45:35,8/17/2022 15:03:30,14:45,15:03,18 m,,skin and ears,,LVH
24609,2,Oatey,Sick,L19,9/9/2022 16:27:21,9/9/2022 16:53:49,16:27,16:53,26 m,,,,LVH
24609,2,Oatey,Sick,L12,10/11/2022 16:07:31,10/11/2022 16:32:09,16:07,16:32,25 m,,infected toe nail,,LVH
24609,2,Oatey,Sick,L12,10/18/2022 10:45:35,10/18/2022 11:09:19,10:45,11:09,24 m,,ADR- not moving,,LVH
12467,1,Blossom,Sick,4,7/25/2023 14:45:40,7/27/2023 9:23:34,14:45,9:23,1 d 18 h 38 m,,FB,,MPV
30847,1,Oreo,New Client,4,1/7/2023 11:34:35,1/7/2023 12:16:20,11:34,12:16,42 m,,puppy wellness,,MPV
30847,1,Oreo,Preventative Care Exam,11,1/28/2023 13:01:11,1/28/2023 13:52:25,13:01,13:52,51 m,,,,MPV
30847,1,Oreo,Technician Appointment,TK,2/25/2023 11:51:52,2/25/2023 12:03:27,11:51,12:03,12 m,,lyme/lepto #2,,MPV
18026,1,Maggie,Sick,11,11/23/2022 13:33:39,11/23/2022 13:55:25,13:33,13:55,22 m,,limping for a month,,MPV
18026,1,Maggie,Preventative Care Exam,11,3/15/2023 12:47:37,3/15/2023 13:13:30,12:47,13:13,26 m,,,,MPV
18026,1,Maggie,Sick,6,8/3/2023 10:43:17,8/3/2023 11:26:05,10:43,11:26,43 m,,V/D x 3 days,,MPV
L6364-2,1,Felix,Sick,11,12/5/2022 17:17:06,12/5/2022 17:51:38,17:17,17:51,34 m,,,,MPV
L6364-2,1,Felix,Dental,19,12/12/2022 8:31:04,12/13/2022 17:36:57,8:31,17:36,1 d 9 h 5 m,,Possible extractions,,MPV
L6364-2,1,Felix,Sick,11,5/22/2023 15:39:10,5/22/2023 16:20:50,15:39,16:20,41 m,,vomit  diarreha,,MPV
32128,1,Scout,New Pet,11,6/7/2023 15:43:19,6/7/2023 16:37:21,15:43,16:37,54 m,,,,MPV
32128,1,Scout,Preventative Care Exam,11,6/28/2023 13:57:49,6/28/2023 14:50:17,13:57,14:50,53 m,,vaccines,,MPV
32128,1,Scout,Technician Appointment,16,6/30/2023 15:35:06,6/30/2023 15:58:26,15:35,15:58,23 m,,,,MPV
L6364-2,1,Felix,Senior Exam,11,7/24/2023 12:30:12,7/24/2023 13:09:46,12:30,13:09,39 m,,,,MPV
32128,1,Scout,Preventative Care Exam,M19,7/31/2023 15:25:13,7/31/2023 15:44:44,15:25,15:44,19 m,,next puppy,,MET
32268,1,Matcha,New Client,M11,5/9/2023 13:19:18,5/9/2023 13:56:43,13:19,13:56,37 m,,stray-wellness,,MET
32351,1,Keemum,New Pet,M11,5/16/2023 12:19:10,5/16/2023 12:47:40,12:19,12:47,28 m,,kitten wellness/vx,,MET
32268,1,Matcha,Preventative Care Exam,M11,5/30/2023 10:31:33,5/30/2023 10:59:57,10:31,10:59,28 m,,kitten exam,,MET
32351,1,Keemum,Preventative Care Exam,M11,5/30/2023 10:31:52,5/30/2023 10:59:57,10:31,10:59,28 m,,kitten vx,,MET
32351,1,Keemum,Preventative Care Exam,M11,6/20/2023 11:31:07,6/20/2023 12:03:44,11:31,12:03,32 m,,kitten vx,,MET
32268,1,Matcha,Preventative Care Exam,M11,6/20/2023 11:31:22,6/20/2023 12:03:44,11:31,12:03,32 m,,,,MET
32351,1,Keemum,Preventative Care Exam,M11,7/22/2023 11:05:08,7/22/2023 11:31:30,11:05,11:31,26 m,,,,MET
32268,1,Matcha,Preventative Care Exam,M11,7/22/2023 11:05:19,7/22/2023 11:31:30,11:05,11:31,26 m,,,,MET
24475,1,Lenny,Behavior Consultation,6,8/9/2022 14:01:50,8/9/2022 15:03:07,14:01,15:03,1 h 2 m,,,,MPV
24475,1,Lenny,Preventative Care Exam,19,10/19/2022 19:09:24,10/19/2022 19:37:02,19:09,19:37,28 m,,,,MPV
26206,1,Sammy,Emergency,6,11/10/2022 8:19:43,11/10/2022 9:26:46,8:19,9:26,1 h 7 m,,struggling to urinate,,MPV
24475,1,Lenny,Sick,6,11/22/2022 17:48:16,11/22/2022 18:21:07,17:48,18:21,33 m,,Rashes on stomach/ NT,,MPV
