"patientid","description","staffid","datein","dateout","visit_details","location","app_type","app_subtype","duration_min","details"
"17223","sick","4",2022-10-04 09:06:18,2022-10-04 09:36:49,"swelling under eye","mpv","doctor",NA,31,"sick"
"24909","preventative care exam","16",2022-09-22 08:27:21,2022-09-22 08:59:35,NA,"mpv","doctor",NA,32,"preventative care exam"
"24909","technician appointment","tk",2022-10-10 19:07:33,2022-10-10 19:33:46,"distemper","mpv","tech_app",NA,26,"misc tech appointment"
"24909","surgery","16",2022-12-08 07:42:08,2022-12-09 10:40:22,"canine castration","mpv","admit",NA,1618,NA
"24909","technician appointment","tk",2023-01-11 14:26:21,2023-01-11 14:35:39,NA,"mpv","tech_app",NA,9,"misc tech appointment"
"24909","sick","24",2023-03-03 08:47:17,2023-03-03 09:31:37,"check eyes","mpv","doctor",NA,44,"sick"
"24909","technician appointment","tk",2023-05-09 18:54:35,2023-05-09 19:02:30,"age","mpv","tech_app",NA,8,"misc tech appointment"
"25628","preventative care exam","16",2022-10-14 08:31:10,2022-10-14 08:55:34,NA,"mpv","doctor",NA,24,"preventative care exam"
"25628","technician appointment","tk",2022-10-25 15:43:26,2022-10-25 16:02:09,"2 yr da2ppv/hw test","mpv","tech_app",NA,19,"misc tech appointment"
"25628","dental","16",2023-02-16 08:13:30,2023-02-16 18:34:20,"extract ret. baby tooth","mpv","admit",NA,621,NA
"19462","sick","4",2022-09-12 17:13:03,2022-09-12 17:56:11,NA,"mpv","doctor",NA,43,"sick"
"21321","sick","11",2023-01-02 16:37:29,2023-01-02 17:08:40,NA,"mpv","doctor",NA,31,"sick"
"21321","sick","11",2023-04-05 15:30:13,2023-04-05 16:12:03,"anal gland issues/vacc?","mpv","doctor",NA,42,"sick"
"21576","preventative care exam","16",2023-04-26 08:48:53,2023-04-26 09:16:17,NA,"mpv","doctor",NA,27,"preventative care exam"
"32096","new pet","16",2023-04-26 08:49:07,2023-04-26 09:16:17,"pce","mpv","doctor",NA,27,"new pet"
"20401","tnt","tk",2022-09-23 09:53:40,2022-09-23 10:04:14,NA,"mpv","tech_app",NA,11,"tnt"
"20401","tnt","tk",2022-12-13 14:53:49,2022-12-13 15:07:19,NA,"mpv","tech_app",NA,14,"tnt"
"20401","tnt","tk",2023-03-08 13:53:45,2023-03-08 14:00:06,NA,"mpv","tech_app",NA,6,"tnt"
"24205","tnt","19",2022-08-05 08:54:58,2022-08-05 09:03:20,NA,"lvh","tech_app",NA,8,"tnt"
"29445","sick","4",2022-08-08 10:12:04,2022-08-08 10:31:47,NA,"mpv","doctor",NA,20,"sick"
"16369","sick","12",2022-09-27 16:13:02,2022-09-27 16:37:03,NA,"lvh","doctor",NA,24,"sick"
"16368","preventative care exam","16",2022-10-31 18:31:19,2022-10-31 18:47:12,NA,"lvh","doctor",NA,16,"preventative care exam"
"6912","euthanasia","12",2022-11-04 15:04:17,2022-11-04 15:20:27,NA,"lvh","doctor",NA,16,NA
"16417","emergency","4",2022-12-10 13:13:37,2022-12-10 13:53:46,"swollen face","mpv","doctor",NA,40,"emergency"
"8351","preventative care exam","12",2022-12-13 14:52:41,2022-12-13 15:18:11,"vacc","lvh","doctor",NA,26,"preventative care exam"
"24205","preventative care exam","19",2022-12-19 10:39:02,2022-12-19 11:10:48,NA,"mpv","doctor",NA,32,"preventative care exam"
"18069","preventative care exam","12",2023-01-19 11:56:26,2023-01-19 12:19:33,"da2pp,b, rabies & anals","lvh","doctor",NA,23,"preventative care exam"
"24205","sick","19",2023-01-27 14:47:26,2023-01-27 15:01:10,NA,"lvh","doctor",NA,14,"sick"
"16417","sick","19",2023-02-10 09:52:50,2023-02-10 10:12:41,"left eye swollen w/ discharg","lvh","doctor",NA,20,"sick"
"18069","technician appointment","24",2023-05-10 18:07:01,2023-05-10 18:14:42,NA,"lvh","tech_app",NA,8,"misc tech appointment"
"24205","tnt","24",2023-05-24 13:40:18,2023-05-24 13:54:13,NA,"lvh","tech_app",NA,14,"tnt"
"14746","sick","16",2022-10-04 12:09:51,2022-10-04 12:50:28,"ear infection","mpv","doctor",NA,41,"sick"
"14746","recheck","16",2022-10-26 08:31:59,2022-10-26 08:47:36,"ears","mpv","doctor",NA,16,"recheck"
"14746","sick","19",2022-11-10 12:08:31,2022-11-10 12:38:49,"ear infected again","mpv","doctor",NA,30,"sick"
"14746","sick","16",2023-02-17 16:11:08,2023-02-17 16:59:03,"diarrhea","mpv","doctor",NA,48,"sick"
"14746","preventative care exam","16",2023-05-03 09:35:35,2023-05-03 10:06:48,"due may & june","mpv","doctor",NA,31,"preventative care exam"
"14746","technician appointment","tk",2023-05-19 08:52:27,2023-05-19 09:00:14,"lyme  lepto","mpv","tech_app",NA,8,"misc tech appointment"
"29954","new client","11",2022-09-30 11:37:46,2022-09-30 11:57:01,"general check up/vomiting","met","doctor",NA,19,"new client"
"29954","preventative care exam","11",2023-02-17 15:07:41,2023-02-17 15:24:00,"rabies vx","met","doctor",NA,16,"preventative care exam"
"8929","recheck","6",2022-08-12 13:28:41,2022-08-12 13:50:51,NA,"mpv","doctor",NA,22,"recheck"
"8929","recheck","16",2022-08-26 08:39:49,2022-08-26 09:11:14,NA,"mpv","doctor",NA,31,"recheck"
"29720","new pet","19",2022-09-01 14:25:57,2022-09-01 14:54:21,"sneezing, goopy eyes","mpv","doctor",NA,28,"new pet"
"8929","recheck","4",2022-11-15 10:43:00,2022-11-15 11:21:26,NA,"mpv","doctor",NA,38,"recheck"
"8929","euthanasia","4",2022-11-28 16:30:42,2022-11-28 17:06:12,NA,"mpv","doctor",NA,36,NA
"29720","euthanasia","19",2022-12-28 13:05:45,2022-12-28 13:18:31,NA,"lvh","doctor",NA,13,NA
"30996","new pet","12",2023-01-03 08:28:05,2023-01-03 09:02:17,"1st puppy visit","lvh","doctor",NA,34,"new pet"
"30996","preventative care exam","12",2023-01-24 09:53:07,2023-01-24 10:13:47,NA,"lvh","doctor",NA,21,"preventative care exam"
"30996","preventative care exam","12",2023-02-16 10:29:04,2023-02-16 10:48:33,NA,"lvh","doctor",NA,19,"preventative care exam"
"30996","surgery","4",2023-04-10 07:27:13,2023-04-11 09:18:05,"canine ovh & hernia repair","mpv","admit",NA,1551,NA
"4845","preventative care exam","11",2023-05-01 18:42:15,2023-05-01 19:12:53,"tnt","mpv","doctor",NA,31,"preventative care exam"
"l2853","sick","12",2022-12-08 10:08:19,2022-12-08 10:36:21,"eye/ear infection","lvh","doctor",NA,28,"sick"
"l2853","recheck","12",2022-12-13 14:29:29,2022-12-13 14:55:42,"eyes & ears","lvh","doctor",NA,26,"recheck"
"l2853","recheck","12",2022-12-20 09:02:58,2022-12-20 09:21:32,NA,"lvh","doctor",NA,19,"recheck"
"l2853","recheck","12",2022-12-27 09:59:08,2022-12-27 10:22:24,NA,"lvh","doctor",NA,23,"recheck"
"l2853","recheck","12",2023-01-03 13:28:36,2023-01-03 13:38:36,"eye","lvh","doctor",NA,10,"recheck"
"l2853","recheck","12",2023-01-31 16:06:56,2023-01-31 16:41:00,NA,"lvh","doctor",NA,34,"recheck"
"l2853","recheck","12",2023-02-14 14:03:42,2023-02-14 14:35:15,"ears gunky again","lvh","doctor",NA,32,"recheck"
"l2854","sick","12",2023-02-16 09:36:50,2023-02-16 10:09:48,NA,"lvh","doctor",NA,33,"sick"
"15274-2","technician appointment","tk",2022-11-03 09:46:34,2022-11-03 09:54:27,"ags","mpv","tech_app",NA,8,"misc tech appointment"
"15274-2","senior exam","4",2023-02-09 08:15:26,2023-02-09 08:46:35,NA,"mpv","doctor",NA,31,"senior exam"
"15274-2","senior exam","16",2023-05-04 08:14:20,2023-05-04 08:32:55,NA,"mpv","doctor",NA,19,"senior exam"
"378","sick","11",2022-08-23 14:52:09,2022-08-23 15:16:06,"hot spot and zyrtec no help","met","doctor",NA,24,"sick"
"378","recheck","19",2022-09-23 13:29:39,2022-09-23 13:48:48,"skin","lvh","doctor",NA,19,"recheck"
"378","technician appointment","tktk",2023-04-06 11:38:59,2023-04-06 11:43:59,NA,"lvh","tech_app",NA,5,"misc tech appointment"
"378","senior exam","6",2023-06-01 10:34:51,2023-06-01 10:46:42,NA,"met","doctor",NA,12,"senior exam"
"32617","new pet","11",2023-06-16 15:39:45,2023-06-16 16:03:29,NA,"met","doctor",NA,24,"new pet"
"32617","preventative care exam","11",2023-07-07 12:12:51,2023-07-07 12:33:31,"next puppy- 3 core","met","doctor",NA,21,"preventative care exam"
"22147","preventative care exam","24",2023-04-24 11:50:55,2023-04-24 12:45:05,"vaccine/microchip","mpv","doctor",NA,54,"preventative care exam"
"22147","technician appointment","tk",2023-05-16 11:55:10,2023-05-16 12:07:06,"2nd leuk","mpv","tech_app",NA,12,"misc tech appointment"
"30150","new client","11",2022-10-21 15:43:23,2022-10-21 16:27:36,NA,"met","doctor",NA,44,"new client"
"30150","emergency","6",2022-11-03 16:51:59,2022-11-03 17:22:11,"threw up and reate sock","mpv","doctor",NA,30,"emergency"
"30150","preventative care exam","11",2022-11-22 15:49:51,2022-11-22 16:21:19,"next puppy","mpv","doctor",NA,31,"preventative care exam"
"30150","technician appointment","11",2022-12-13 16:26:07,2022-12-13 16:32:16,"2nd flu","met","tech_app",NA,6,"misc tech appointment"
"30150","sick","11",2023-01-27 11:13:23,2023-01-27 11:41:53,"skin","met","doctor",NA,28,"sick"
"30150","sick","16",2023-05-11 17:28:33,2023-05-11 18:09:56,NA,"mpv","doctor",NA,41,"sick"
"30150","sick","11",2023-06-14 14:23:08,2023-06-14 14:51:09,"lethargic, n/e, vomiting","mpv","doctor",NA,28,"sick"
"30150","recheck","16",2023-06-15 16:44:33,2023-06-15 17:12:38,"not eating/lethargic","mpv","doctor",NA,28,"recheck"
"30150","sick","16",2023-07-01 09:19:25,2023-07-01 09:42:59,"gi issues","mpv","doctor",NA,24,"sick"
"8452","sick","4",2022-08-23 09:06:18,2022-08-23 09:52:32,"right ear hematoma","mpv","doctor",NA,46,"sick"
"8452","sick","16",2022-09-02 09:37:31,2022-09-02 10:02:18,NA,"mpv","doctor",NA,25,"sick"
"8452","recheck","4",2022-09-12 08:48:38,2022-09-12 09:13:02,NA,"mpv","doctor",NA,24,"recheck"
"32966","new client","6",2023-07-27 17:18:03,2023-07-27 17:53:13,"pce","met","doctor",NA,35,"new client"
"7141-10","sick","4",2022-10-04 15:05:05,2022-10-04 15:55:10,"uri  vomiting dry food","mpv","doctor",NA,50,"sick"
"1089","senior exam","4",2022-10-04 15:06:00,2022-10-04 15:55:10,NA,"mpv","doctor",NA,49,"senior exam"
"7141-22","sick","6",2023-01-12 08:27:56,2023-01-12 09:05:13,"left front infected","mpv","doctor",NA,37,"sick"
"7141-10","sick","16",2023-01-17 10:58:01,2023-01-17 11:26:10,NA,"mpv","doctor",NA,28,"sick"
"11912","preventative care exam","4",2023-01-25 14:14:28,2023-01-25 14:43:02,NA,"lvh","doctor",NA,29,"preventative care exam"
"11913","preventative care exam","4",2023-01-25 14:16:03,2023-01-25 14:43:02,NA,"lvh","doctor",NA,27,"preventative care exam"
"18964","preventative care exam","4",2023-03-01 14:43:19,2023-03-01 15:04:31,"annual wellness","lvh","doctor",NA,21,"preventative care exam"
"18525","preventative care exam","4",2023-03-01 14:43:33,2023-03-01 15:04:31,"annual wellness","lvh","doctor",NA,21,"preventative care exam"
"18526","preventative care exam","4",2023-03-01 14:43:46,2023-03-01 15:04:31,"annual wellness","lvh","doctor",NA,21,"preventative care exam"
"7141-22","sick","4",2023-03-28 09:12:57,2023-03-28 09:44:50,NA,"mpv","doctor",NA,32,"sick"
"7141-10","sick","4",2023-05-04 08:43:24,2023-05-04 09:02:38,"snotty nose/ sneezing","mpv","doctor",NA,19,"sick"
"7141-22","technician appointment","tk",2023-05-19 09:17:52,2023-05-19 09:36:42,"bg & tnt","mpv","tech_app",NA,19,"misc tech appointment"
"7141-10","technician appointment","tk",2023-06-06 12:50:20,2023-06-06 13:01:23,NA,"mpv","tech_app",NA,11,"misc tech appointment"
"1089","dental","4",2023-06-19 07:35:13,2023-06-19 16:31:32,"oat","mpv","admit",NA,536,NA
"7141-10","senior exam","4",2023-06-20 10:04:28,2023-06-20 10:44:46,NA,"mpv","doctor",NA,40,"senior exam"
"7141-10","technician appointment","tk",2023-07-05 10:07:59,2023-07-05 11:01:48,"solensia","mpv","tech_app",NA,54,"misc tech appointment"
"21527","preventative care exam","6",2023-01-27 10:51:19,2023-01-27 11:09:37,"vacc","mpv","doctor",NA,18,"preventative care exam"
"17630-1","senior exam","19",2022-10-17 10:51:22,2022-10-17 11:24:01,"bloodwork for refill","mpv","doctor",NA,33,"senior exam"
"25818","tnt","tk",2022-10-17 10:51:32,2022-10-17 11:24:01,NA,"mpv","tech_app",NA,32,"tnt"
"17630-3","tnt","tk",2022-10-17 10:51:42,2022-10-17 11:24:01,"nt and ear cleaning","mpv","tech_app",NA,32,"tnt"
"17630-1","technician appointment","tk",2022-11-14 09:29:31,2022-11-14 09:50:38,"solensia","mpv","tech_app",NA,21,"misc tech appointment"
"17630-3","sick","11",2022-12-02 09:41:29,2022-12-02 10:10:54,"losing weight drinking alot","mpv","doctor",NA,29,"sick"
"17630-3","technician appointment","tk",2022-12-13 15:48:31,2022-12-13 16:09:01,NA,"mpv","tech_app",NA,20,"misc tech appointment"
"17630-1","technician appointment","tk",2022-12-13 15:48:42,2022-12-13 16:09:01,"solensia inj","mpv","tech_app",NA,20,"misc tech appointment"
"17630-3","technician appointment","tk",2023-01-17 10:58:49,2023-01-17 11:25:48,"blood pressure","mpv","tech_app",NA,27,"misc tech appointment"
"17630-1","technician appointment","tk",2023-01-17 10:59:00,2023-01-17 11:25:48,"solensia","mpv","tech_app",NA,27,"misc tech appointment"
"17630-3","sick","6",2023-02-03 08:57:30,2023-02-03 09:16:49,"check eye","mpv","doctor",NA,19,"sick"
"17630-1","technician appointment","tk",2023-03-02 09:44:08,2023-03-02 10:02:08,"solencia","mpv","tech_app",NA,18,"misc tech appointment"
"17630-3","technician appointment","tk",2023-03-02 09:44:21,2023-03-02 10:02:08,"bpm","mpv","tech_app",NA,18,"misc tech appointment"
"17630-1","senior exam","6",2023-04-14 14:28:15,2023-04-14 14:57:14,NA,"mpv","doctor",NA,29,"senior exam"
"17630-1","technician appointment","tk",2023-06-14 15:44:07,2023-06-14 15:58:57,"solensia","mpv","tech_app",NA,15,"misc tech appointment"
"17630-1","technician appointment","6",2023-07-18 12:40:29,2023-07-18 12:44:14,"solensia","met","tech_app",NA,4,"misc tech appointment"
"30249","sick","12",2022-10-18 09:11:33,2022-10-18 09:35:52,"stray- weight loss","lvh","doctor",NA,24,"sick"
"28607","preventative care exam","6",2022-08-11 12:07:00,2022-08-11 12:27:19,"final puppy","mpv","doctor",NA,20,"preventative care exam"
"17591","sick","4",2022-09-22 10:28:48,2022-09-22 11:03:44,"swollen face","mpv","doctor",NA,35,"sick"
"28607","technician appointment","11",2022-09-23 14:37:45,2022-09-23 14:43:03,"lyme/lepto #2","met","tech_app",NA,5,"misc tech appointment"
"17591","dental","4",2022-10-03 07:35:51,2022-10-03 17:00:20,"oat/lump removal","mpv","admit",NA,564,NA
"28607","surgery","4",2022-10-10 07:42:00,2022-10-11 10:30:02,"ovh","mpv","admit",NA,1608,NA
"17591","suture removal","tk",2022-10-19 17:56:49,2022-10-19 18:09:07,"remove staples l throrax","mpv","doctor",NA,12,"suture removal"
"17591","senior exam","16",2023-04-07 08:19:08,2023-04-07 08:49:09,NA,"mpv","doctor",NA,30,"senior exam"
"28607","preventative care exam","16",2023-06-09 16:35:09,2023-06-09 17:15:07,NA,"mpv","doctor",NA,40,"preventative care exam"
"25746","exotic exam","19",2022-12-22 13:15:00,2022-12-22 13:50:50,NA,"mpv","doctor",NA,36,"exotic exam"
"16144","preventative care exam","16",2022-11-14 10:02:57,2022-11-14 10:36:59,NA,"lvh","doctor",NA,34,"preventative care exam"
"18436","preventative care exam","12",2022-11-15 10:08:12,2022-11-15 10:16:55,NA,"lvh","doctor",NA,9,"preventative care exam"
"26361","preventative care exam","4",2022-11-16 13:49:00,2022-11-16 14:18:11,NA,"lvh","doctor",NA,29,"preventative care exam"
"15704","preventative care exam","12",2022-11-17 09:29:50,2022-11-17 09:54:13,NA,"lvh","doctor",NA,24,"preventative care exam"
"18825","preventative care exam","19",2022-12-09 08:33:37,2022-12-09 08:55:13,NA,"lvh","doctor",NA,22,"preventative care exam"
"28443","sick","12",2022-09-06 13:47:25,2022-09-06 14:08:43,NA,"lvh","doctor",NA,21,"sick"
"28443","senior exam","12",2023-03-02 09:06:32,2023-03-02 09:23:45,NA,"lvh","doctor",NA,17,"senior exam"
"28443","technician appointment","tktk",2023-05-18 09:56:36,2023-05-18 10:08:56,"bord vaccine","lvh","tech_app",NA,12,"misc tech appointment"
"10108","sick","6",2022-09-08 11:08:37,2022-09-08 11:41:45,NA,"mpv","doctor",NA,33,"sick"
"10147","preventative care exam","12",2022-09-30 11:46:02,2022-09-30 12:07:08,NA,"lvh","doctor",NA,21,"preventative care exam"
"10108","technician appointment","12",2022-09-30 11:46:21,2022-09-30 12:07:08,NA,"lvh","tech_app",NA,21,"misc tech appointment"
"10108","technician appointment","tk",2023-03-02 14:29:39,2023-03-02 14:41:32,NA,"mpv","tech_app",NA,12,"misc tech appointment"
"10108","sick","24",2023-05-01 15:58:27,2023-05-01 16:38:55,NA,"mpv","doctor",NA,40,"sick"
"10108","sick","19",2023-05-11 14:11:17,2023-05-11 14:50:59,"adr","mpv","doctor",NA,40,"sick"
"10108","senior exam","6",2023-07-05 14:26:44,2023-07-05 14:46:30,"da2pp & b","mpv","doctor",NA,20,"senior exam"
"10147","preventative care exam","11",2023-07-19 13:08:13,2023-07-19 13:28:41,"distemper vax","mpv","doctor",NA,20,"preventative care exam"
"22796","sick","4",2022-10-10 18:13:44,2022-10-10 18:55:31,"ear infection","mpv","doctor",NA,42,"sick"
"20989","dental","4",2023-01-09 18:13:25,2023-01-10 17:47:17,NA,"mpv","admit",NA,1414,NA
"17801","technician appointment","tk",2022-09-28 09:40:08,2022-09-28 09:45:19,NA,"mpv","tech_app",NA,5,"misc tech appointment"
"17801","preventative care exam","16",2022-10-13 08:52:44,2022-10-13 09:34:46,NA,"mpv","doctor",NA,42,"preventative care exam"
"17801","technician appointment","tk",2022-11-10 18:52:25,2022-11-10 19:03:29,"lepto and lyme #2","mpv","tech_app",NA,11,"misc tech appointment"
"17801","technician appointment","tk",2023-06-13 18:28:58,2023-06-13 18:37:37,"anal gland exp","mpv","tech_app",NA,9,"misc tech appointment"
"17801","sick","4",2023-06-20 14:36:49,2023-06-20 15:09:30,"hot spot","mpv","doctor",NA,33,"sick"
"23935","preventative care exam","11",2022-10-26 17:45:13,2022-10-26 18:05:44,"tnt","mpv","doctor",NA,21,"preventative care exam"
"23935","lab work","6",2022-12-13 18:17:42,2022-12-14 17:12:06,"urine","mpv","tech_app",NA,1374,"lab work"
"23935","tnt","tk",2023-02-16 18:11:51,2023-02-16 18:21:46,NA,"mpv","tech_app",NA,10,"tnt"
"18176-1","senior exam","11",2023-07-12 17:34:05,2023-07-12 18:28:24,NA,"mpv","doctor",NA,54,"senior exam"
"23935","tnt","tk",2023-07-12 17:34:19,2023-07-12 18:28:24,NA,"mpv","tech_app",NA,54,"tnt"
"l7625","preventative care exam","12",2023-07-20 10:30:15,2023-07-20 10:49:34,NA,"lvh","doctor",NA,19,"preventative care exam"
"21077","preventative care exam","16",2022-10-21 10:06:16,2022-10-21 10:52:15,NA,"mpv","doctor",NA,46,"preventative care exam"
"21078","preventative care exam","16",2022-10-21 10:06:26,2022-10-21 10:52:15,NA,"mpv","doctor",NA,46,"preventative care exam"
"9678","preventative care exam","4",2023-01-31 16:49:34,2023-01-31 17:34:42,NA,"mpv","doctor",NA,45,"preventative care exam"
"15093","preventative care exam","11",2022-08-17 17:38:20,2022-08-17 18:00:43,NA,"mpv","doctor",NA,22,"preventative care exam"
"17829","preventative care exam","11",2023-02-18 11:46:29,2023-02-18 12:25:32,NA,"mpv","doctor",NA,39,"preventative care exam"
"13091-2","sick","6",2022-09-07 09:57:39,2022-09-07 10:35:18,"check ear","mpv","doctor",NA,38,"sick"
"13091-2","sick","6",2022-10-11 13:59:55,2022-10-11 14:28:48,"limping","mpv","doctor",NA,29,"sick"
"13091-2","recheck","11",2022-10-12 17:37:26,2022-10-12 17:57:28,NA,"mpv","doctor",NA,20,"recheck"
"13091-2","sick","6",2022-10-28 15:16:46,2022-10-28 16:11:47,"hip worse","mpv","doctor",NA,55,"sick"
"13091-2","senior exam","24",2023-02-03 09:05:21,2023-02-03 10:38:34,NA,"mpv","doctor",NA,93,"senior exam"
"22778","preventative care exam","24",2023-02-03 09:05:32,2023-02-03 10:38:34,NA,"mpv","doctor",NA,93,"preventative care exam"
"13091-2","sick","6",2023-04-21 13:29:41,2023-04-21 13:59:25,NA,"mpv","doctor",NA,30,"sick"
"13091-2","recheck","6",2023-05-09 12:30:10,2023-05-09 12:40:28,NA,"mpv","doctor",NA,10,"recheck"
"22778","recheck","24",2023-05-15 08:09:41,2023-05-15 08:56:53,"kidney values","mpv","doctor",NA,47,"recheck"
"13644","tnt","tk",2022-08-22 10:28:44,2022-08-22 10:42:45,NA,"mpv","tech_app",NA,14,"tnt"
"13644","sick","11",2022-10-10 10:14:45,2022-10-10 10:56:24,"check ears","mpv","doctor",NA,42,"sick"
"13644","recheck","11",2022-10-24 11:18:26,2022-10-24 11:58:30,"ears","mpv","doctor",NA,40,"recheck"
"13644","tnt","tk",2023-03-15 16:52:29,2023-03-15 17:08:04,NA,"mpv","tech_app",NA,16,"tnt"
"13644","sick","6",2023-03-30 09:16:32,2023-03-30 09:53:58,"panting  labored breathing","mpv","doctor",NA,37,"sick"
"13644","sick","4",2023-04-25 09:38:17,2023-04-25 11:06:08,"deep cough not eating","mpv","doctor",NA,88,"sick"
"13644","recheck","6",2023-05-10 11:58:30,2023-05-10 13:07:19,"xrays +/- drain if needed","mpv","doctor",NA,69,"recheck"
"13644","recheck","6",2023-05-23 18:43:24,2023-05-23 19:50:36,"repeat chest rads/remove","mpv","doctor",NA,67,"recheck"
"13644","recheck","19",2023-05-24 09:57:52,2023-05-24 10:22:06,"repeat chest rads","mpv","doctor",NA,24,"recheck"
"13644","recheck","16",2023-06-13 10:51:37,2023-06-13 11:56:53,NA,"mpv","doctor",NA,65,"recheck"
"13644","euthanasia","4",2023-06-26 09:48:27,2023-06-26 10:26:12,NA,"mpv","doctor",NA,38,NA
"14405","preventative care exam","16",2023-07-17 10:53:22,2023-07-17 11:31:45,NA,"lvh","doctor",NA,38,"preventative care exam"
"22537","preventative care exam","4",2022-09-19 19:23:36,2022-09-19 20:05:03,"lyme vax and tnt","mpv","doctor",NA,41,"preventative care exam"
"22537","preventative care exam","4",2023-04-03 18:40:10,2023-04-03 19:22:42,NA,"mpv","doctor",NA,43,"preventative care exam"
"22537","tnt","tk",2023-07-20 17:07:23,2023-07-20 17:19:15,NA,"mpv","tech_app",NA,12,"tnt"
"13470","preventative care exam","4",2022-08-16 08:24:33,2022-08-16 09:07:14,NA,"mpv","doctor",NA,43,"preventative care exam"
"13408","senior exam","4",2022-08-16 08:24:44,2022-08-16 09:07:14,NA,"mpv","doctor",NA,42,"senior exam"
"21924","preventative care exam","16",2022-12-27 09:17:18,2022-12-27 09:35:06,NA,"mpv","doctor",NA,18,"preventative care exam"
"13408","senior exam","11",2023-01-30 09:46:08,2023-01-30 10:44:47,NA,"mpv","doctor",NA,59,"senior exam"
"13470","sick","6",2023-04-13 09:44:09,2023-04-13 10:21:33,"losing weight","mpv","doctor",NA,37,"sick"
"21924","preventative care exam","6",2023-04-26 08:46:30,2023-04-26 09:04:29,"rcp","mpv","doctor",NA,18,"preventative care exam"
"13470","lab work","tk",2023-05-22 09:20:03,2023-05-22 09:44:50,"htmp","mpv","tech_app",NA,25,"lab work"
"13408","senior exam","19",2023-08-02 10:52:21,2023-08-02 11:28:20,NA,"mpv","doctor",NA,36,"senior exam"
"11821","technician appointment","12",2022-08-16 10:23:42,2022-08-16 10:34:58,"final rcp, o would like bw","lvh","tech_app",NA,11,"misc tech appointment"
"11821","preventative care exam","16",2022-12-16 11:03:49,2022-12-16 12:29:44,"poss b/w & nt","mpv","doctor",NA,86,"preventative care exam"
"11821","technician appointment","tk",2023-01-16 10:29:38,2023-01-16 10:49:57,"solensia inj.","mpv","tech_app",NA,20,"misc tech appointment"
"11821","technician appointment","tk",2023-03-01 14:53:20,2023-03-01 15:03:06,"solencia","mpv","tech_app",NA,10,"misc tech appointment"
"31552","emergency","11",2023-05-13 10:15:11,2023-05-13 11:41:22,"ate mouse outside","mpv","doctor",NA,86,"emergency"
"31552","surgery","4",2023-05-22 08:06:45,2023-05-23 10:09:07,"ovh","mpv","admit",NA,1562,NA
"11821","technician appointment","tktk",2023-05-22 11:04:19,2023-05-22 11:10:42,"solensia inj","lvh","tech_app",NA,6,"misc tech appointment"
"11821","sick","16",2023-07-17 17:36:50,2023-07-17 18:15:00,"l shoulder sore not healing","lvh","doctor",NA,38,"sick"
"28673","sick","11",2022-11-26 09:29:01,2022-11-26 09:54:34,"ear infection","mpv","doctor",NA,26,"sick"
"28673","preventative care exam","19",2023-03-10 16:29:54,2023-03-10 17:20:19,NA,"mpv","doctor",NA,50,"preventative care exam"
"15999","sick","6",2022-08-16 12:53:01,2022-08-16 13:24:36,NA,"mpv","doctor",NA,32,"sick"
"3809","preventative care exam","6",2022-08-26 16:48:09,2022-08-26 17:19:57,NA,"mpv","doctor",NA,32,"preventative care exam"
"15999","preventative care exam","6",2022-08-26 16:48:21,2022-08-26 17:19:57,NA,"mpv","doctor",NA,32,"preventative care exam"
"15999","sick","6",2022-11-15 12:17:59,2022-11-15 12:41:11,"heavy breathing","mpv","doctor",NA,23,"sick"
"3809","dental","19",2023-01-24 07:37:16,2023-01-24 18:35:49,"extractions","mpv","admit",NA,659,NA
"6600","senior exam","16",2023-02-04 12:06:53,2023-02-04 12:58:44,"trim matts","mpv","doctor",NA,52,"senior exam"
"27058","preventative care exam","24",2023-03-08 17:29:31,2023-03-08 18:16:44,NA,"mpv","doctor",NA,47,"preventative care exam"
"11406","sick","6",2023-01-17 12:11:47,2023-01-17 12:39:46,"vomiting","mpv","doctor",NA,28,"sick"
"l7271","senior exam","11",2023-02-06 14:17:23,2023-02-06 14:42:56,NA,"mpv","doctor",NA,26,"senior exam"
"11406","preventative care exam","16",2023-06-08 10:50:13,2023-06-08 11:31:36,NA,"mpv","doctor",NA,41,"preventative care exam"
"l7271","senior exam","16",2023-08-03 11:07:25,2023-08-03 11:46:11,NA,"mpv","doctor",NA,39,"senior exam"
"32454","new client","24",2023-06-12 19:16:41,2023-06-12 20:07:54,"vacc and fecal, arthritis","mpv","doctor",NA,51,"new client"
"1312","sick","19",2022-09-19 12:05:41,2022-09-19 12:39:15,NA,"mpv","doctor",NA,34,"sick"
"1312","surgery","19",2022-09-20 10:22:51,2022-09-21 09:55:49,"enucleation","mpv","admit",NA,1413,NA
"16284","preventative care exam","6",2022-10-18 12:44:56,2022-10-18 13:11:18,NA,"mpv","doctor",NA,26,"preventative care exam"
"1312","senior exam","19",2023-04-10 11:15:53,2023-04-10 11:48:44,NA,"mpv","doctor",NA,33,"senior exam"
"31243","new pet","19",2023-01-19 14:26:01,2023-01-19 15:10:23,"new pt- weight loss/hair los","mpv","doctor",NA,44,"new pet"
"31243","lab work","tk",2023-02-27 09:46:09,2023-02-27 09:59:19,NA,"mpv","tech_app",NA,13,"lab work"
"31243","recheck","19",2023-06-23 11:58:24,2023-06-23 12:21:12,NA,"lvh","doctor",NA,23,"recheck"
"30144","new client","11",2022-11-04 15:11:49,2022-11-04 15:57:00,NA,"met","doctor",NA,45,"new client"
